Psammocora_nierstraszi	Z
Psammocora_profundacella	Z
Psammocora_stellata	Z
Pseudodiploria_clivosa	Z
Pseudodiploria_strigosa	Z
Pseudosiderastrea_formosa	Z
Pseudosiderastrea_tayamai	Z
Rhizopsammia_verrilli	A
Rhizopsammia_wettsteini	A
Rhizosmilia_maculata	A
Rhizosmilia_robusta	A
Rhizosmilia_sagamiensis	A
Rhizotrochus_flabelliformis	A
Rhizotrochus_typus	A
Rhombopsammia_niphada	A
Sandalolitha_dentata	Z
Sandalolitha_robusta	Z
Scapophyllia_cylindrica	Z
Sclerophyllia_maxima	Z
Scolymia_cubensis	Z
Seriatopora_caliendrum	Z
Seriatopora_hystrix	Z
Siderastrea_radians	Z
Siderastrea_savignyana	Z
Siderastrea_glynni	Z
Siderastrea_siderea	Z
Siderastrea_stellata	Z
Solenastrea_bournoni	Z
Solenastrea_hyades	Z
Solenosmilia_variabilis	A
Stenocyathus_vermiformis	A
Stephanocoenia_intersepta	Z
Stephanocyathus_(Acinocyathus)_spiniger	A
Stephanocyathus_(Odontocyathus)_coronatus	A
Stephanocyathus_(Odontocyathus)_weberianus	A
Stephanocyathus_(Stephanocyathus)_platypus	A
Stephanophyllia_complicata	A
Stylaraea_punctata	Z
Stylocoeniella_guentheri	Z
Stylophora_madagascarensis	Z
Stylophora_pistillata	Z
Tethocyathus_virgatus	A
Thalamophyllia_gasti	A
Thalamophyllia_riisei	A
Trachyphyllia_geoffroyi	Z
Trochocyathus_(Trochocyathus)_efateensis	A
Trochocyathus_(Trochocyathus)_rhombocolumna	A
Tropidocyathus_labidus	A
Tropidocyathus_lessonii	A
Truncatoflabellum_australiensis	A
Truncatoflabellum_candeanum	A
Truncatoflabellum_formosum	A
Truncatoflabellum_macroeschara	A
Truncatoflabellum_spheniscus	A
Tubastraea_coccinea	A
Tubastraea_diaphana	A
Tubastraea_micranthus	A
Turbinaria_heronensis	Z
Turbinaria_irregularis	Z
Turbinaria_mesenterina	Z
Turbinaria_patula	Z
Turbinaria_peltata	Z
Turbinaria_reniformis	Z
Vaughanella_concinna	A
Zoopilus_echinatus	Z
Ricordea_florida	Z
Discosoma	Z
Rhodactis	Z
Acanthastrea_hillae	Z
Anthemiphyllia_patera	A
Dichocoenia_stokesii	Z
Flabellum_(Ulocyathus)_apertum	A
Fungiacyathus_(Fungiacyathus)_pusillus	A
Meandrina_jacksoni	-
Phyllangia_americana	A
